ID,Timestamp,UUID,UserCode,UserLanguage,Audience,Sex,AgeGroup,Occupation,CodenameCombined,Codename,Iteration,Attempt,Value
15,2022-08-10T13:33:49.504Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,VUEIC2_v1_t1_a1,VUEIC2_v1,1,1,-1x
16,2022-08-10T13:54:56.311Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,COMMMA1_v1_t1_a1,COMMMA1_v1,1,1,78
17,2022-08-10T13:54:56.315Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,COMMMA2_v1_t1_a1,COMMMA2_v1,1,1,80
18,2022-08-10T13:54:56.317Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,COMMMA3_v1_t1_a1,COMMMA3_v1,1,1,80
19,2022-08-10T13:54:56.325Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,COMMMA4_v1_t1_a1,COMMMA4_v1,1,1,79
20,2022-08-10T13:54:56.327Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,COMMMA5_v1_t1_a1,COMMMA5_v1,1,1,80
21,2022-08-10T13:57:58.077Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,RiskPer_v1_t1_a1,RiskPer_v1,1,1,59
22,2022-08-10T13:57:58.080Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,Int_v1_t1_a1,Int_v1,1,1,90
23,2022-08-10T13:57:58.085Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,PL_v1_t1_a1,PL_v1,1,1,88
24,2022-08-10T13:57:58.086Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,OE_v1_t1_a1,OE_v1,1,1,90
25,2022-08-10T13:57:58.091Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,SE_v1_t1_a1,SE_v1,1,1,89
26,2022-08-10T13:58:14.437Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,Barr_v1_t1_a1,Barr_v1,1,1,"ablauf der geburt
"
27,2022-08-10T13:58:23.542Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,Ress_v1_t1_a1,Ress_v1,1,1,tagesform
28,2022-08-10T13:58:42.243Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,SichKult2_v1_t1_a1,SichKult2_v1,1,1,39
29,2022-08-10T13:58:42.248Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,SichKult1_v1_t1_a1,SichKult1_v1,1,1,60
30,2022-08-10T13:58:42.252Z,d367a3eb-0e1e-4c4c-9655-e0780c1af490,KABI18,de,A3,w,ueber55,Hebamme,ArbZufr_v1_t1_a1,ArbZufr_v1,1,1,50
31,2022-08-10T14:08:23.322Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,COMMMA3_v1_t1_a1,COMMMA3_v1,1,1,93
32,2022-08-10T14:08:23.326Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,COMMMA2_v1_t1_a1,COMMMA2_v1,1,1,71
33,2022-08-10T14:08:23.331Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,COMMMA1_v1_t1_a1,COMMMA1_v1,1,1,76
34,2022-08-10T14:08:23.338Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,COMMMA4_v1_t1_a1,COMMMA4_v1,1,1,49
35,2022-08-10T14:08:23.342Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,COMMMA5_v1_t1_a1,COMMMA5_v1,1,1,53
36,2022-08-10T14:09:37.632Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,Int_v1_t1_a1,Int_v1,1,1,95
37,2022-08-10T14:09:37.634Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,RiskPer_v1_t1_a1,RiskPer_v1,1,1,61
38,2022-08-10T14:09:37.650Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,SE_v1_t1_a1,SE_v1,1,1,94
39,2022-08-10T14:09:37.663Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,OE_v1_t1_a1,OE_v1,1,1,98
40,2022-08-10T14:09:37.691Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,PL_v1_t1_a1,PL_v1,1,1,69
41,2022-08-10T14:09:50.081Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,Barr_v1_t1_a1,Barr_v1,1,1,Sprachbarriere
42,2022-08-10T14:10:02.355Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,Ress_v1_t1_a1,Ress_v1,1,1,Zeit nehmen
43,2022-08-10T14:10:33.556Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,SichKult1_v1_t1_a1,SichKult1_v1,1,1,31
44,2022-08-10T14:10:33.561Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,ArbZufr_v1_t1_a1,ArbZufr_v1,1,1,93
45,2022-08-10T14:10:33.562Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,SichKult2_v1_t1_a1,SichKult2_v1,1,1,95
46,2022-08-10T14:13:07.089Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1Klarheit_t1_a1,L1Klarheit,1,1,bei Komplikationen 
47,2022-08-10T14:13:07.096Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1Suffizienz_t1_a1,L1Suffizienz,1,1,Vor einer (Therapie)-entscheidung
48,2022-08-10T14:13:07.101Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1Kontext_t1_a1,L1Kontext,1,1,bei belastenden Situationen
49,2022-08-10T14:13:07.103Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1Richtigkeit_t1_a1,L1Richtigkeit,1,1,immer
50,2022-08-10T14:13:07.116Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1IA_t1_a1,L1IA,1,1,in emotionalen Situationen
51,2022-08-10T14:14:11.632Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1SACCIA_Klar_t1_a1,L1SACCIA_Klar,1,1,1
52,2022-08-10T14:14:20.445Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1SACCIA_Richt_t1_a1,L1SACCIA_Richt,1,1,2
53,2022-08-10T14:14:26.141Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1SACCIA_Suff_t1_a1,L1SACCIA_Suff,1,1,1
54,2022-08-10T14:14:33.602Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1SACCIA_IA_t1_a1,L1SACCIA_IA,1,1,1
55,2022-08-10T14:17:13.168Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,VorstGeb_t1_a1,VorstGeb,1,1,"Entspannung, Sicherheit, Vertrauen "
56,2022-08-10T14:18:04.454Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L1AchtSACCIA_t1_a1,L1AchtSACCIA,1,1,"Entscheidungen, die sich aufs Kind beziehen
Abwägen von sekundärer Sectio oder weiterem vaginales Vorgehen 
Umgang mit Angehörigen, die die Geburt begleiten"
57,2022-08-10T14:18:27.157Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,WünInfo_t1_a1,WünInfo,1,1,Auf Augenhöhe
58,2022-08-10T14:18:27.160Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,WünKommAng_t1_a1,WünKommAng,1,1,Infos zum Geburtsanlauf 
59,2022-08-10T14:19:45.737Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2HäufigkeitSit_t1_a1,L2HäufigkeitSit,1,1,3
60,2022-08-10T14:20:17.148Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM2_v1_t1_a1,COMM2_v1,1,1,0
61,2022-08-10T14:20:17.150Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM1_v1_t1_a1,COMM1_v1,1,1,80
62,2022-08-10T14:20:17.178Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM4_v1_t1_a1,COMM4_v1,1,1,40
63,2022-08-10T14:20:17.180Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM5_v1_t1_a1,COMM5_v1,1,1,-1x
64,2022-08-10T14:20:17.184Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM7_v1_t1_a1,COMM7_v1,1,1,-1x
65,2022-08-10T14:20:17.186Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,Entbindung_Datum_t1_a1,Entbindung_Datum,1,1,01.01.2023
66,2022-08-10T14:20:17.192Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM3_v1_t1_a1,COMM3_v1,1,1,20
67,2022-08-10T14:20:17.198Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,COMM6_v1_t1_a1,COMM6_v1,1,1,-1x
68,2022-08-10T14:20:36.829Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,RiskPer_v1_t1_a1,RiskPer_v1,1,1,34
69,2022-08-10T14:20:36.833Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,OE_v1_t1_a1,OE_v1,1,1,24
70,2022-08-10T14:20:36.850Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,Int_v1_t1_a1,Int_v1,1,1,50
71,2022-08-10T14:20:36.853Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,CSE_v1_t1_a1,CSE_v1,1,1,37
72,2022-08-10T14:20:36.862Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,PL_v1_t1_a1,PL_v1,1,1,66
73,2022-08-10T14:21:01.833Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,Barr_v1_t1_a1,Barr_v1,1,1,Die Zeit die das Personal für mich hat.
74,2022-08-10T14:21:17.240Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,VUEIC1_v1_t1_a1,VUEIC1_v1,1,1,70
75,2022-08-10T14:21:17.243Z,8140f126-d32d-4d03-b8fb-c441d124bb0a,KAMI04,de,A2,m,bis55,,VUEIC2_v1_t1_a1,VUEIC2_v1,1,1,70
76,2022-08-10T14:24:57.433Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2Worum_t1_a1,L2Worum,1,1,Übergabe zum Bereitschaftsdienst
77,2022-08-10T14:24:57.437Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2Inthalt_t1_a1,L2Inthalt,1,1,"anstehende Aufgaben, Probleme"
78,2022-08-10T14:24:57.469Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2Wie_t1_a1,L2Wie,1,1,"Aufgaben wurden genannt, zu viele für 1 OA im BD, Kollegen haben von sich aus keine Hilfe angeboten, sind nach Hause gegangen"
79,2022-08-10T14:24:57.487Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2Reaktion_t1_a1,L2Reaktion,1,1,"irritiert, versucht Aufgaben nacheinander abzuarbeiten, Kollegen später wieder ins Haus geholt"
80,2022-08-10T14:27:24.297Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_S_WasSchach_t1_a1,L2_S_WasSchach,1,1,Aufgaben nicht für 1 Person machbar
81,2022-08-10T14:27:24.308Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_S_WieAus_t1_a1,L2_S_WieAus,1,1,Aufgabenstellung (4 OPs)
82,2022-08-10T14:27:24.333Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_S_WieBesser_t1_a1,L2_S_WieBesser,1,1,"Aufteilen der Aufgaben, mind. 1 Kollege hätte bleiben müssen, bis Situation entspannter"
83,2022-08-10T14:28:42.400Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_A_WieAusge1_t1_a1,L2_A_WieAusge1,1,1,jeder Kollege ist nach Hause gegangen
84,2022-08-10T14:28:42.403Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_A_ApellKoll_t1_a1,L2_A_ApellKoll,1,1,keinen
85,2022-08-10T14:28:42.473Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_A_WieBesForm1_t1_a1,L2_A_WieBesForm1,1,1,"klare Anweisung, dass ein Kollege bleiben muss bis Situation für 1 machbar"
86,2022-08-10T14:29:28.651Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_SK_WieAusge2_t1_a1,L2_SK_WieAusge2,1,1,gar nicht
87,2022-08-10T14:29:28.655Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_SK_WieBesForm2_t1_a1,L2_SK_WieBesForm2,1,1,Hilfe anbieten
88,2022-08-10T14:29:28.659Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_SK_WelBotüber1_t1_a1,L2_SK_WelBotüber1,1,1,habe Überforderung nicht deutlich gemacht
89,2022-08-10T14:29:45.271Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM1_v1_t1_a1,COMM1_v1,1,1,-1x
90,2022-08-10T14:29:45.273Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM3_v1_t1_a1,COMM3_v1,1,1,-1x
91,2022-08-10T14:29:45.274Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM2_v1_t1_a1,COMM2_v1,1,1,-1x
92,2022-08-10T14:29:45.280Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM4_v1_t1_a1,COMM4_v1,1,1,-1x
93,2022-08-10T14:29:45.281Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM5_v1_t1_a1,COMM5_v1,1,1,-1x
94,2022-08-10T14:29:45.292Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM7_v1_t1_a1,COMM7_v1,1,1,-1x
95,2022-08-10T14:29:45.294Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,COMM6_v1_t1_a1,COMM6_v1,1,1,-1x
96,2022-08-10T14:29:47.739Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,OE_v1_t1_a1,OE_v1,1,1,-1x
97,2022-08-10T14:29:47.740Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,RiskPer_v1_t1_a1,RiskPer_v1,1,1,-1x
98,2022-08-10T14:29:47.742Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,CSE_v1_t1_a1,CSE_v1,1,1,-1x
99,2022-08-10T14:29:47.749Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,PL_v1_t1_a1,PL_v1,1,1,-1x
100,2022-08-10T14:29:47.751Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,Int_v1_t1_a1,Int_v1,1,1,-1x
101,2022-08-10T14:29:53.953Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,VUEIC1_v1_t1_a1,VUEIC1_v1,1,1,-1x
102,2022-08-10T14:29:53.955Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,VUEIC2_v1_t1_a1,VUEIC2_v1,1,1,-1x
103,2022-08-10T14:31:21.651Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_B_WieAuge3_t1_a1,L2_B_WieAuge3,1,1,auf nachträgliche konkrete Anforderung von Hilfe wurde Hilfe gewährt
104,2022-08-10T14:31:21.653Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_B_WelcheBeze_t1_a1,L2_B_WelcheBeze,1,1,"keiner möchte Überforderung zugeben, keiner möchte gefragt werden länger zu bleiben"
105,2022-08-10T14:31:21.696Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2_B_WieBesForm3_t1_a1,L2_B_WieBesForm3,1,1,vorab Situation besprechen
106,2022-08-10T14:32:01.970Z,bdab6549-b355-4600-8e27-b51785f5894e,HAWI26,de,A3,w,ueber55,Fachärztin für Gyn und Geburtshilfe,L2UnterKom_t1_a1,L2UnterKom,1,1,"gerechte Aufgabenteilung, kollegiales Miteinander"
107,2022-08-10T14:32:40.938Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,WICHTIGKOMP_L1_t1_a1,WICHTIGKOMP_L1,1,1,3
108,2022-08-10T14:32:56.351Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,AUSSAGEPASSEND_L1_t1_a1,AUSSAGEPASSEND_L1,1,1,1x
109,2022-08-10T14:32:57.548Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,AUSSAGEPASSEND_L1_t1_a2,AUSSAGEPASSEND_L1,1,2,"1x,2"
110,2022-08-10T14:32:59.583Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,WICHTIGKOMP2_L1_t1_a1,WICHTIGKOMP2_L1,1,1,3
111,2022-08-10T14:33:24.176Z,e2e97e06-e43d-4ec4-ba4c-42f1b70e1ff9,TEST01,de,A1,m,bis25,,L2HäufigkeitSit_t1_a1,L2HäufigkeitSit,1,1,4
112,2022-08-10T17:43:24.839Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,VorstGeb_t2_a1,VorstGeb,2,1,"Schnell, nette Hebamme, schmerzarm, reibungslos, erfolgreich"
113,2022-08-10T17:46:28.286Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,WünInfo_t2_a1,WünInfo,2,1,"Klar, lösungsorientiert, ruhig, bestätigend"
114,2022-08-10T17:46:28.288Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,WünKommAng_t2_a1,WünKommAng,2,1,"Hilfestellung, Ablauf, Möglichkeiten"
115,2022-08-10T17:48:50.352Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM2_v1_t2_a1,COMM2_v1,2,1,70
116,2022-08-10T17:48:50.354Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM1_v1_t2_a1,COMM1_v1,2,1,66
117,2022-08-10T17:48:50.360Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM4_v1_t2_a1,COMM4_v1,2,1,46
118,2022-08-10T17:48:50.363Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM6_v1_t2_a1,COMM6_v1,2,1,55
119,2022-08-10T17:48:50.365Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,Entbindung_Datum_t2_a1,Entbindung_Datum,2,1,26.12.2022
120,2022-08-10T17:48:50.370Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM3_v1_t2_a1,COMM3_v1,2,1,44
121,2022-08-10T17:48:50.375Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM5_v1_t2_a1,COMM5_v1,2,1,50
122,2022-08-10T17:48:50.378Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,COMM7_v1_t2_a1,COMM7_v1,2,1,68
123,2022-08-10T17:49:46.221Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,OE_v1_t2_a1,OE_v1,2,1,73
124,2022-08-10T17:49:46.222Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,RiskPer_v1_t2_a1,RiskPer_v1,2,1,64
125,2022-08-10T17:49:46.250Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,CSE_v1_t2_a1,CSE_v1,2,1,27
126,2022-08-10T17:49:46.253Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,Int_v1_t2_a1,Int_v1,2,1,62
127,2022-08-10T17:49:46.256Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,PL_v1_t2_a1,PL_v1,2,1,37
128,2022-08-10T17:53:01.763Z,3cc5ce58-1a41-4dfe-910c-21f4f4050ba5,AAAA11,de,A2,m,bis40,,Barr_v1_t2_a1,Barr_v1,2,1,"Zeitmangel des Fachpersonals, unkonkrete Fragen"
